Cust_Num,Comp_Name,First_Name,Last_Name,Phone_Num,Street_Address,City,State,Zip,Category
PA-1052,"Oneal, Brown, and Holland Restaurant Group",Stacy,Colon,(589) 555-7007,9283 Anderson Avenue ,Lebanon,PA,17042,Reseller
PA-1053,Newton  Stores,Braedon,Miller,(278) 555-5640,337 Annadale Court ,Gettysburg,PA,17325,Reseller
PA-1054,Pierce-Yang Inc.,Giovanny,Key,(960) 555-6772,85 E. Beechwood Ave. ,Mechanicsburg,PA,17050,Reseller
PA-1055,George  Liquors,Renee,Ortega,(943) 555-4984,89 Thomas Lane ,North Wales,PA,19454,Reseller
PA-1056,"Collins, Walker, and Simpson ",Zaire,Patterson,(495) 555-0301,524 West Summer Road ,Stroudsburg,PA,18360,Reseller
PA-1057,"Diaz, Mcdonald, and Graham ",Kaylen,Acevedo,(857) 555-9038,47 Essex St. ,Camp Hill,PA,17011,Reseller
PA-1058,Thundering Bison ,Jayla,Sherman,(528) 555-4887,14 Armstrong St. ,King Of Prussia,PA,19406,Retailer
PA-1059,"Snyder, Stewart, and Anderson Restaurants",Emery,Cummings,(683) 555-6433,648 Henry Smith Lane ,Lansdowne,PA,19050,Reseller
PA-1060,Lucky Locket,Emmalee,Kennedy,(449) 555-6214,544 Garden Road ,West Chester,PA,19380,Retailer
PA-1061,Wright-Chavez Liquors,August,Odom,(449) 555-0877,77 East Roehampton Drive ,Chester,PA,19013,Reseller
PA-1062,"Washington, Davenport, and Gonzales ",Rosa,Archer,(837) 555-0176,354 Pheasant Street ,Camp Hill,PA,17011,Reseller
PA-1063,"Lawson, Davis, and Miller Beverages",Hailie,Odom,(277) 555-0587,5 Division Ave. ,Allentown,PA,18102,Reseller
PA-1064,"Craig, Fritz, and Powers LLC",Dawson,Petty,(222) 555-4504,967C Greenrose St. ,New Castle,PA,16101,Reseller
PA-1065,Brooks  ,Adalyn,Summers,(318) 555-2263,9644 Manchester Street ,Lansdale,PA,19446,Reseller
PA-1066,Washington  Purveyors,Skyla,Horton,(592) 555-6629,174 Lancaster Street ,Phoenixville,PA,19460,Reseller
PA-1067,"Cannon, Mcdonald, and Byrd ",Lucille,Stein,(544) 555-7249,788 Lantern Drive ,Morrisville,PA,19067,Reseller
PA-1068,"French, Carter, and Watson LLC",August,Conner,(507) 555-7520,58 Pawnee Street ,Marcus Hook,PA,19061,Reseller
PA-1069,Sullivan  Liquors,Karley,Soto,(441) 555-9290,169 West Creekside Lane ,Meadville,PA,16335,Reseller
PA-1070,Leblanc-Cain ,Mitchell,Pollard,(966) 555-6638,2 Nichols St. ,Havertown,PA,19083,Reseller
PA-1071,Howard-Morales Wines,Jaime,Gaines,(775) 555-6573,16 Spruce Street ,King Of Prussia,PA,19406,Reseller
PA-1072,Broken Sky Stores,Danika,Griffith,(793) 555-7598,440 Beechwood Rd. ,Harrisburg,PA,17109,Retailer
PA-1073,Cooper  Restaurants,Cynthia,Melendez,(717) 555-3585,64 Hawthorne Dr. ,Lebanon,PA,17042,Reseller
PA-1074,Perez Inc.,Phoenix,Medina,(818) 555-5981,29 Leatherwood St. ,Southampton,PA,18966,Reseller
PA-1075,Good Measure Pub,Jayvion,Fleming,(969) 555-1041,7347 Tunnel St. ,Bensalem,PA,19020,Retailer
PA-1076,"Reynolds, Howard, and Brown Wine & Liquor",Raelynn,Obrien,(751) 555-3925,456 High Point Ave. ,Gibsonia,PA,15044,Reseller
PA-1077,Cain  Inc.,Clinton,Howell,(637) 555-0202,165 Brickyard St. ,Greensburg,PA,15601,Reseller
PA-1078,Mccann-Mccarty Stores,Ashly,Heath,(742) 555-8935,577 William Dr. ,Bethel Park,PA,15102,Reseller
PA-1079,Lee  Stores,Brett,Lewis,(909) 555-9005,35 E. Railroad Street ,Pittsburgh,PA,15206,Reseller
PA-1080,Adams-Tucker ,Catherine,Waller,(732) 555-2559,98 University St. ,Ephrata,PA,17522,Reseller
PA-1081,Griffith-Powell Liquors,Deborah,Hood,(998) 555-1741,360 Magnolia Street ,Uniontown,PA,15401,Reseller
PA-1082,Nixon  Stores,Juliette,Jimenez,(744) 555-2580,940 Central Circle ,Chambersburg,PA,17201,Reseller
PA-1083,Thompson-Ruiz Inc.,Averie,Berry,(904) 555-5739,769 Oklahoma Dr. ,Cranberry Twp,PA,16066,Reseller
PA-1084,Alexander-Jones LLC,Salma,Burnett,(208) 555-7621,656 Court Rd. ,Indiana,PA,15701,Reseller
PA-1085,Calhoun  Liquors,Jaylin,Ferguson,(600) 555-7294,82 Addison Ave. ,Monroeville,PA,15146,Reseller
PA-1086,Carlson-Foster Purveyors,Kamora,Hatfield,(774) 555-3025,682 Durham St. ,Glenside,PA,19038,Reseller
PA-1087,Magnificent Vista,Amelie,Beck,(446) 555-7576,682 N. Brickell Street ,Springfield,PA,19064,Retailer
PA-1088,"Welch, Moore, and Mejia Beverages",Marie,Coffey,(917) 555-5699,168 W. Lyme Ave. ,Butler,PA,16001,Reseller
PA-1089,Edwards  Beverages,Sterling,Miranda,(754) 555-8733,9212 Broad Street ,Drexel Hill,PA,19026,Reseller
PA-1090,Hall-Brooks Wines,Samson,Beard,(992) 555-1034,8646 Augusta Ave. ,Philadelphia,PA,19111,Reseller
PA-1091,"Sims, Kirby, and Medina Stores",Cason,Ramirez,(207) 555-1618,75 Catherine Court ,Feasterville Trevose,PA,19053,Reseller
PA-1092,Fox-Nguyen Wine & Liquor,Ally,Phillips,(759) 555-7483,855 E. Lancaster Drive ,Wilkes Barre,PA,18702,Reseller
PA-1093,Douglas-Alvarez ,Sterling,Gould,(469) 555-2618,33 Rockwell Dr. ,Elizabethtown,PA,17022,Reseller
PA-1094,Cozy Cave ,Nico,Rangel,(710) 555-1097,8599 Pearl Ave. ,Newtown,PA,18940,Retailer
PA-1095,Hernandez  Restaurant Group,Raven,Webster,(803) 555-1158,3 S. Grant Dr. ,Waynesboro,PA,17268,Reseller
PA-1096,Morris  Purveyors,Marshall,Bauer,(858) 555-7396,180 Parker Lane ,Upper Darby,PA,19082,Reseller
PA-1097,Harmonious Slice Sandwiches,Trevon,Weeks,(242) 555-8391,53 Madison St. ,Warminster,PA,18974,Retailer
PA-1098,"Webb, Barron, and Gregory Inc.",Kamron,Frey,(761) 555-3178,3 Oakland Lane ,Royersford,PA,19468,Reseller
PA-1099,Murphy-Perry Beverages,Ruby,Clarke,(291) 555-1056,729 Oakland Ave. ,Altoona,PA,16601,Reseller
PA-1100,Kirk-Hernandez Restaurants,Jaidyn,Valenzuela,(240) 555-1365,7319 Redwood Street ,Quakertown,PA,18951,Reseller
PA-1101,"Brown, Owens, and Carney Purveyors",Skyler,May,(892) 555-8104,123 Orchard Lane ,Aliquippa,PA,15001,Reseller
PA-1102,"Wilson, Sanders, and Clark Restaurant Group",Perla,Chase,(605) 555-7015,8708 Harvey Dr. ,Hummelstown,PA,17036,Reseller
PA-1103,Garcia-Ayala ,Terry,Cunningham,(857) 555-4002,7382 North Marsh Ave. ,Whitehall,PA,18052,Reseller
PA-1104,Miller-Williams Wine & Liquor,Princess,Burch,(627) 555-2582,8024 Glenholme Street ,New Kensington,PA,15068,Reseller
PA-1105,Stewart  ,Johanna,Orozco,(421) 555-1442,45 Poplar Rd. ,Perkasie,PA,18944,Reseller
PA-1106,"Thompson, Berry, and Medina ",Brice,Mccarthy,(207) 555-7075,7180 Wagon Rd. ,Allison Park,PA,15101,Reseller
PA-1107,Gettysburg Wines,Santiago,Wilkinson,(784) 555-5717,9455 Hawthorne St. ,Gettysburg,PA,17325,Reseller
PA-1108,Nichols  ,Brady,Davila,(506) 555-2335,7715 Church Street ,Beaver Falls,PA,15010,Reseller
PA-1109,Utter Duck,Ibrahim,Carrillo,(795) 555-1479,973 Sheffield St. ,Norristown,PA,19401,Retailer
PA-1110,"Allen, Steele, and Hernandez Purveyors",Danika,Webb,(511) 555-4630,753 Bridle Dr. ,Doylestown,PA,18901,Reseller
PA-1111,Myers  Liquors,Patience,Zamora,(482) 555-1520,8088 Pilgrim Dr. ,Bethlehem,PA,18015,Reseller
PA-1112,Cruz  Purveyors,Eden,Norris,(268) 555-4343,280 Glenlake Drive ,Langhorne,PA,19047,Reseller
PA-1113,"Wallace, Stanley, and Cunningham Stores",Jovanny,Compton,(863) 555-7445,32 Sunset Dr. ,Media,PA,19063,Reseller
PA-1114,Bevel Johnson Beverages,Rylie,Conner,(584) 555-7443,95 Big Rock Cove Dr. ,Malvern,PA,19355,Reseller
PA-1115,"Phillips, Baker, and Smith Wine & Liquor",Abdullah,Chung,(652) 555-8625,57 Washington Lane ,Downingtown,PA,19335,Reseller
PA-1116,"Fuller, Lee, and Jones Restaurants",Cayden,Johns,(223) 555-5546,49 Chestnut Ave. ,East Stroudsburg,PA,18301,Reseller
PA-1117,"Hunt, Reed, and Cole Liquors",Taniyah,Reese,(283) 555-5322,9500 Harvard Rd. ,Macungie,PA,18062,Reseller
PA-1118,"Walls, Castro, and Evans Liquors",Kierra,Lynn,(677) 555-2454,97 Edgefield Street ,Canonsburg,PA,15317,Reseller
PA-1119,Perry-Curtis Stores,Kasey,Hebert,(212) 555-5722,8749 North Hanover St. ,Carlisle,PA,17013,Reseller
PA-1120,Mitchell  Wines,Melanie,Weiss,(455) 555-2820,7811 South Essex Dr. ,Latrobe,PA,15650,Reseller
PA-1121,Stimulating Sip Cafe,Corinne,Friedman,(823) 555-0795,8007 Homewood Drive ,Hanover,PA,17331,Retailer
PA-1122,Kennedy-White Wine & Liquor,Dania,Mcdonald,(274) 555-3993,96 Sunnyslope Dr. ,Collegeville,PA,19426,Reseller
PA-1123,Gray  Purveyors,Jerimiah,Powers,(942) 555-9018,82 Warren St. ,Williamsport,PA,17701,Reseller
PA-1124,Melton  Wines,Yuliana,Holt,(238) 555-1284,848 Rock Creek Ave. ,Easton,PA,18042,Reseller
PA-1125,"Bush, Petty, and Collier ",Genevieve,Norton,(428) 555-4796,929 Windsor St. ,Irwin,PA,15642,Reseller
PA-1126,Bass-Kirby Restaurant Group,Miley,Chung,(653) 555-3915,7401 South Wintergreen Road ,Washington,PA,15301,Reseller
PA-1127,Hill-Rowland Restaurants,Hayley,Archer,(823) 555-7052,24 Edgemont St. ,Nazareth,PA,18064,Reseller
PA-1128,Zhang  Restaurant Group,Antwan,Bright,(781) 555-2709,9584 Brown Lane ,Mechanicsburg,PA,17050,Reseller
PA-1129,Harper  Inc.,Messiah,Bryant,(472) 555-5597,9582 Gates Rd. ,Coraopolis,PA,15108,Reseller
PA-1130,Russo-Jenkins Beverages,Marisa,Holmes,(596) 555-0728,612 West Tarkiln Hill St. ,State College,PA,16801,Reseller
PA-1131,Nichols  Restaurant Group,Lexie,Harvey,(833) 555-6741,636 Nichols Lane ,Stroudsburg,PA,18360,Reseller
PA-1132,Ramirez-Roberson Restaurants,Reagan,Banks,(297) 555-3645,196 Mayflower St. ,Lititz,PA,17543,Reseller
PA-1133,Fletcher  ,Rashad,Tanner,(368) 555-2695,527 West Westport St. ,North Wales,PA,19454,Reseller
PA-1134,Parker-Gordon Restaurant Group,Katherine,Walls,(764) 555-2393,8573 Lees Creek Ave. ,Coatesville,PA,19320,Reseller
PA-1135,Fitzpatrick-Marquez Wine & Liquor,Madden,Maynard,(627) 555-6350,179 South Selby St. ,Ambler,PA,19002,Reseller
PA-1136,Ellis  Hartfield ,Damion,Conley,(297) 555-5650,589 Fawn St. ,Hazleton,PA,18201,Reseller
PA-1137,Thompson-Strong LLC,Genevieve,Barajas,(686) 555-3103,958 Roosevelt Drive ,Pottstown,PA,19464,Reseller
PA-1138,Terry  Wine & Liquor,Kimberly,Sweeney,(394) 555-6145,62 Green Hill St. ,York,PA,17402,Reseller
PA-1139,"Lewis, Willis, and Lopez Wine & Liquor",Morgan,Hamilton,(437) 555-8946,7576 Nichols St. ,Harleysville,PA,19438,Reseller
PA-1140,"Giles, Johnson, and Coleman Wines",Kody,Montes,(841) 555-4256,679 Ramblewood Ave. ,Erie,PA,16506,Reseller
RI-1001,Tame Java Liquors,Hillary,Sloan,(793) 555-2064,6 Sheffield St. ,Woonsocket,RI,2895,Retailer
RI-1002,Duran  LLC,Diana,Campos,(621) 555-2468,158 Oxford Street ,Coventry,RI,2816,Reseller
RI-1003,Harmon-Mills Restaurants,Kayleigh,Huynh,(512) 555-0780,470 Bellevue Street ,West Warwick,RI,2893,Reseller
RI-1004,The Overjoyed Jackal,Mareli,Curtis,(239) 555-7278,868 Bridle St. ,Cumberland,RI,2864,Retailer
RI-1005,"Smith, Lawson, and Hebert Group",Dulce,Hodges,(977) 555-0411,48B S. Highland Avenue ,Johnston,RI,2919,Reseller
RI-1006,"Ramirez, Merritt, and Taylor Stores",Simone,Oneill,(484) 555-6695,9519 River Drive ,Pawtucket,RI,2860,Reseller
RI-1007,Humble Farm Cafe,Patience,Russell,(386) 555-1094,821 S. Livingston Dr. ,Warwick,RI,2886,Retailer
RI-1008,"Hicks, Smith, and Hall Inc.",Alana,Mcgrath,(939) 555-7477,48 Bedford Court ,Cranston,RI,2920,Reseller
RI-1009,Mathews  Wines,Ashleigh,Reese,(242) 555-7242,454 Roberts St. ,North Kingstown,RI,2852,Reseller
RI-1010,Rebel Rabbit,Kassandra,Kerr,(730) 555-6291,115 Helen Avenue ,West Warwick,RI,2893,Retailer
RI-1011,"Brown, Smith, and Long Beverages",Tyrell,Craig,(234) 555-3665,29 Country Club Court ,Woonsocket,RI,2895,Reseller
RI-1012,"Love, Nunez, and Hernandez Inc.",Markus,Barr,(215) 555-7211,53 S. Carpenter St. ,Pawtucket,RI,2860,Reseller
RI-1013,Brown-Campbell Group,Vivian,Daugherty,(722) 555-9216,808 Gainsway St. ,Johnston,RI,2919,Reseller
RI-1014,Pena  Stores,Adison,Meyers,(211) 555-4707,302 Grand Rd. ,Warwick,RI,2886,Reseller
RI-1015,Garza-Taylor Wines,Celia,Perry,(994) 555-1807,29 E. Indian Summer Avenue ,Cranston,RI,2920,Reseller
RI-1016,Next Time Deli,Adalyn,Johnston,(953) 555-1980,777 Orange Ave. ,Cumberland,RI,2864,Retailer
RI-1017,Baker-Taylor Stores,Allan,Mosley,(358) 555-5506,96 Old Park Lane ,Providence,RI,2904,Reseller
RI-1018,Hamilton-Griffin ,Destiney,Henderson,(534) 555-4725,9374 Sugar Road ,Coventry,RI,2816,Reseller
SC-1001,Greer  ,Angelina,Stein,(821) 555-8085,222 Sunnyslope Ave. ,Piedmont,SC,29673,Reseller
SC-1002,Hampstead Johnson  Wines,Jaeden,Reyes,(447) 555-9859,51 Canal Ave. ,Rock Hill,SC,29730,Reseller
SC-1003,Jacobs  Liquors,Braylon,Espinoza,(453) 555-9354,204 Bayberry St. ,Greer,SC,29650,Reseller
SC-1004,Sandoval  Stores,Fatima,Hoffman,(278) 555-4286,652 Second Rd. ,Charleston,SC,29406,Reseller
SC-1005,Williams  Beverages,Braeden,Christensen,(228) 555-9833,191 Holly Dr. ,North Augusta,SC,29841,Reseller
SC-1006,"Lopez, Key, and Schultz Stores",Cora,Figueroa,(869) 555-5592,522 Deerfield Rd. ,Clover,SC,29710,Reseller
SC-1007,Rivera-Wu Group,Gillian,Barrera,(789) 555-5248,8634 Riverside St. ,Sumter,SC,29150,Reseller
SC-1008,Smith  Wines,Irvin,Serrano,(964) 555-3065,41 Windsor St. ,Georgetown,SC,29440,Reseller
SC-1009,Wallace-Cooper Liquors,Tiana,Banks,(756) 555-2293,8625 Overlook Drive ,Summerville,SC,29483,Reseller
SC-1010,Spencer-Kelley Wine & Liquor,Sherlyn,Buckley,(474) 555-9283,410 East Jockey Hollow St. ,Hartsville,SC,29550,Reseller
SC-1011,Carter-Martin ,Payton,Christian,(373) 555-9460,9377 High Noon Dr. ,Moncks Corner,SC,29461,Reseller
SC-1012,"Fields, Hernandez, and Vargas LLC",Jacey,Bautista,(516) 555-2614,52 Young Street ,Myrtle Beach,SC,29577,Reseller
SC-1013,Dixon-Williams Restaurants,Natasha,Rowland,(322) 555-0645,243 Surrey St. ,Inman,SC,29349,Reseller
SC-1014,Burke-Crosby Purveyors,Kelsie,Hunter,(814) 555-5326,334 West Arnold St. ,Aiken,SC,29803,Reseller
SC-1015,Wilson-Clark ,Toby,Holden,(519) 555-5907,935C Euclid Rd. ,Spartanburg,SC,29301,Reseller
SC-1016,Craig-Sherman Wines,Alisson,Chavez,(603) 555-9139,304 Rockaway St. ,Goose Creek,SC,29445,Reseller
SC-1017,Careful Craft Sandwiches,Carsen,Woods,(672) 555-3117,481 Locust Dr. ,Anderson,SC,29621,Retailer
SC-1018,"Bell, Kim, and Miles Purveyors",Rodolfo,Pierce,(337) 555-2886,46 Victoria St. ,Ladson,SC,29456,Reseller
SC-1019,Detailed Invention Stores,Marisol,Beck,(303) 555-7895,728 E. Thorne Dr. ,Mount Pleasant,SC,29464,Retailer
SC-1020,"Lucero, Sanchez, and Rojas ",Alfred,Velez,(237) 555-6732,70 Bridle St. ,Florence,SC,29501,Reseller
SC-1021,Martin-Marshall Liquors,Phoebe,Patton,(270) 555-9060,400 Meadow Ave. ,Taylors,SC,29687,Reseller
SC-1022,Lewis  ,Caitlin,Heath,(466) 555-9311,93 Clark Dr. ,Murrells Inlet,SC,29576,Reseller
SC-1023,Hendrix-Gomez Wines,Miles,Valdez,(245) 555-9497,8942 Plymouth St. ,Greer,SC,29650,Reseller
SC-1024,"Brown, Woods, and Arnold Restaurants",Elsie,Stark,(891) 555-1482,81 Greenview St. ,Clover,SC,29710,Reseller
SC-1025,Logan  Stores,Finnegan,Ball,(948) 555-5371,7006 Iroquois St. ,Hartsville,SC,29550,Reseller
SC-1026,"Daniels, Jenkins, and Gutierrez Wines",Arianna,Chen,(894) 555-0426,29 SW. Orchard Street ,Charleston,SC,29406,Reseller
SC-1027,"Hahn, Turner, and Russell Purveyors",Rayna,Herrera,(290) 555-7745,90 Atlantic Ave. ,Irmo,SC,29063,Reseller
SC-1028,"Johnson, Norton, and Kelley ",Ashlynn,Buck,(344) 555-6038,8658 Wall St. ,Ladson,SC,29456,Reseller
SC-1029,Likeable Llama,Alvaro,Welch,(669) 555-9328,102 Cemetery Drive ,Inman,SC,29349,Retailer
SC-1030,Friedman-Ruiz Beverages,Leticia,Woods,(735) 555-0565,8256 Constitution Ave. ,Bluffton,SC,29910,Reseller
SC-1031,Wallace-Stewart Wine & Liquor,Reese,Stuart,(752) 555-7291,8240 Trusel Drive ,Anderson,SC,29621,Reseller
SC-1032,Robinson-Henderson Inc.,Rohan,Key,(884) 555-5536,7761 Glenholme Dr. ,Mount Pleasant,SC,29464,Reseller
SC-1033,Fanatical Barista,Cherish,Peck,(797) 555-8193,8979 Spruce Drive ,Summerville,SC,29483,Retailer
SC-1034,Merritt  Group,Terrence,Elliott,(650) 555-0674,92 Sherman St. ,Conway,SC,29526,Reseller
SC-1035,"Lee, Booth, and Nelson Inc.",Cassidy,Eaton,(857) 555-4021,76 Depot Dr. ,Georgetown,SC,29440,Reseller
SC-1036,Wright  Wine & Liquor,Zaire,Hull,(236) 555-4620,9768 Oxford St. ,Goose Creek,SC,29445,Reseller
SC-1037,Hatfield  Liquors,Ricardo,Frost,(234) 555-0979,12 Hudson Street ,Taylors,SC,29687,Reseller
SC-1038,Smith-Miller Restaurants,Kamari,Vargas,(308) 555-9919,8005 Del Monte Ave. ,Greenwood,SC,29646,Reseller
SC-1039,Butler-Alexander Stores,Angelique,Osborne,(240) 555-8610,8890 East Swanson Avenue ,Moncks Corner,SC,29461,Reseller
SC-1040,Myers-Smith Purveyors,Aubrie,Brewer,(954) 555-0821,962 Durham Ave. ,Piedmont,SC,29673,Reseller
SC-1041,The Trust Me Tavern,Marquis,Harvey,(961) 555-3697,32 New Street ,North Augusta,SC,29841,Retailer
SC-1042,Wolfe-Mahoney Purveyors,Rachael,Leon,(594) 555-5425,61 Sunnyslope Lane ,Florence,SC,29501,Reseller
SC-1043,Kerr  ,Gregory,Knox,(450) 555-0817,53 Oak St. ,Spartanburg,SC,29301,Reseller
SC-1044,Stanley  Stores,Bernard,Chavez,(690) 555-9406,8415 San Carlos Lane ,Easley,SC,29640,Reseller
SC-1045,Mccall  Wines,Alessandro,Perez,(276) 555-1331,83 Squaw Creek Drive ,Aiken,SC,29803,Reseller
SC-1046,Teeny-Tiny Request Cafe,Landon,Carter,(242) 555-9052,713 Longbranch Drive ,Sumter,SC,29150,Retailer
SC-1047,"Harris, Walker, and Harper ",Makayla,Knapp,(490) 555-4209,617 Elmwood Avenue ,Fort Mill,SC,29708,Reseller
SC-1048,"Hicks, Jimenez, and Lewis LLC",Zaire,Fuller,(352) 555-1947,40 Victoria St. ,Myrtle Beach,SC,29577,Reseller
SC-1049,Parched Palate Beverages,Donovan,Moran,(737) 555-2480,195 Addison Court ,Rock Hill,SC,29730,Retailer
SC-1050,"Stewart, Rios, and Mathis ",Isla,Velasquez,(319) 555-9726,60 Sherwood Street ,Simpsonville,SC,29680,Reseller
SD-1001,"Diaz, Hall, and Williams LLC",August,Gibbs,(958) 555-9196,201 Beech Lane ,Aberdeen,SD,57401,Reseller
SD-1002,"Johnson, Houston, and Little ",Raul,Wallace,(458) 555-6818,387 Wild Rose Street ,Sioux Falls,SD,57103,Reseller
SD-1003,Luxuriant Leaf ,Jasiah,Floyd,(838) 555-6548,942 Elmwood St. ,Rapid City,SD,57701,Retailer
SD-1004,Richardson  ,Reid,Newton,(476) 555-1589,47 Randall Mill Dr. ,Aberdeen,SD,57401,Reseller
SD-1005,"Jacobs, Russell, and Olson Wine & Liquor",Oswaldo,Kirby,(374) 555-6812,28 Holly Drive ,Sioux Falls,SD,57103,Reseller
SD-1006,Archer-Wood ,Madeline,Garza,(340) 555-3055,7922 Cleveland Avenue ,Rapid City,SD,57701,Reseller
TN-1001,Olson-Moreno ,Joseph,Frazier,(908) 555-1353,9919 Ramblewood Court ,Maryville,TN,37803,Reseller
TN-1002,The Known Friend,Madelyn,Ramos,(822) 555-5240,7584 West Summit Circle ,Elizabethton,TN,37643,Retailer
TN-1003,Scott  ,Charlotte,Daniel,(739) 555-5789,580 Griffin Rd. ,Chattanooga,TN,37421,Reseller
TN-1004,Reminiscent Dream Stores,Elliana,Frank,(342) 555-3630,75 Laurel Road ,Kingsport,TN,37660,Retailer
TN-1005,"Cervantes, Curtis, and Hart ",Zara,Russell,(305) 555-1079,17 West Grand Ave. ,Johnson City,TN,37601,Reseller
TN-1006,Lovely Club Sandwiches,Jordyn,Parker,(200) 555-5836,37 Jefferson St. ,Mount Juliet,TN,37122,Retailer
TN-1007,"Ray, Stewart, and Ferrell LLC",Beatrice,Rich,(413) 555-2518,8127 Meadowbrook Street ,Knoxville,TN,37918,Reseller
TN-1008,"Singleton, Kennedy, and Miller Stores",Liberty,Chase,(980) 555-2183,5 Golf St. ,La Vergne,TN,37086,Reseller
TN-1009,"Smith, Ray, and Allen Purveyors",Lorelei,Dean,(496) 555-5521,39 Hall Street ,Cookeville,TN,38501,Reseller
TN-1010,Dominguez-Brooks ,Charles,Maldonado,(456) 555-6461,75 Fairview Street ,Millington,TN,38053,Reseller
TN-1011,Ibarra  ,Gregory,Mcintyre,(980) 555-6014,7477 Railroad Ave. ,Memphis,TN,38106,Reseller
TN-1012,Hall-Gibson Restaurants,Alaina,Silva,(365) 555-1024,782 E. Vale St. ,Ooltewah,TN,37363,Reseller
TN-1013,Castro  Stores,Ray,Swanson,(475) 555-8364,135 Anderson Ave. ,Dickson,TN,37055,Reseller
TN-1014,Cook-Williams Restaurants,Moses,Fitzgerald,(959) 555-0849,85 NE. Sheffield Street ,Murfreesboro,TN,37128,Reseller
TN-1015,Noisy Wall Tavern,Aaden,Thompson,(624) 555-3703,8668 West Wood Ave. ,Powell,TN,37849,Retailer
TN-1016,"Russo, Cruz, and Boyer Inc.",Greyson,Cowan,(692) 555-0641,10 Snake Hill St. ,Cleveland,TN,37312,Reseller
TN-1017,"Conner, Smith, and Lawson Group",Adelyn,Sloan,(784) 555-2240,747 West Lakeshore Dr. ,Cordova,TN,38016,Reseller
TN-1018,Graham-Ruiz Purveyors,Alani,Lambert,(804) 555-2536,802 Warren St. ,Jonesborough,TN,37659,Reseller
TN-1019,"Morrison, Moyer, and Pruitt Restaurant Group",Kenley,Turner,(492) 555-1525,91 N. Edgewood St. ,Collierville,TN,38017,Reseller
TN-1020,"Hodges, Campbell, and Andrews ",Audrina,Aguirre,(432) 555-5218,455 Cleveland Street ,Tullahoma,TN,37388,Reseller
TN-1021,Campbell-Simmons Inc.,Marie,Velez,(667) 555-7444,64 Miller St. ,Gallatin,TN,37066,Reseller
TN-1022,Tested Tin,Alma,Copeland,(234) 555-7335,68 Old York Ave. ,Nashville,TN,37205,Retailer
TN-1023,Richards  ,Camron,Benton,(908) 555-3285,320 Nicolls St. ,Mcminnville,TN,37110,Reseller
TN-1024,Walker-Daniel Wine & Liquor,Diya,Goodwin,(368) 555-3454,8985 Young Ave. ,Memphis,TN,38106,Reseller
TN-1025,Long-Lee Beverages,Rosa,Harrington,(819) 555-3265,976 Pearl Ave. ,Chattanooga,TN,37421,Reseller
TN-1026,Austin-Chan ,Benjamin,Sheppard,(656) 555-5618,480 Kent St. ,Millington,TN,38053,Reseller
TN-1027,"Stewart, Goodwin, and Brown LLC",Jovanny,James,(514) 555-0663,536 Kingston St. ,Knoxville,TN,37918,Reseller
TN-1028,Parks  LLC,Mira,Mccann,(369) 555-7813,5 Gonzales St. ,Soddy Daisy,TN,37379,Reseller
TN-1029,Kelley  Beverages,Aspen,Marshall,(508) 555-6824,7186 Arlington Street ,Sevierville,TN,37876,Reseller
TN-1030,"Harrell, Smith, and Campbell Wines",Jaylee,Edwards,(306) 555-8577,9146 Gainsway Ave. ,Antioch,TN,37013,Reseller
TN-1031,"Cohen, Jackson, and Nicholson Beverages",Hailie,Shields,(763) 555-2098,7720 S. Fairway Court ,Maryville,TN,37803,Reseller
TN-1032,Patel-Kirby Liquors,Corbin,Rangel,(771) 555-1798,383 Ohio St. ,Dyersburg,TN,38024,Reseller
TN-1033,Wright-Herrera Purveyors,Gloria,Hatfield,(293) 555-6915,4 Richardson Drive ,Mount Juliet,TN,37122,Reseller
TN-1034,"Mason, Hampton, and Brown Inc.",Clare,Ewing,(574) 555-7742,9146 S. Blackburn Street ,Goodlettsville,TN,37072,Reseller
TN-1035,Lee-Burns Restaurants,Brittany,Gibson,(233) 555-6355,809 Pendergast Drive ,La Vergne,TN,37086,Reseller
TN-1036,Taylor-Fernandez ,Camilla,Chavez,(856) 555-8680,721 Saxton Road ,Jonesborough,TN,37659,Reseller
TN-1037,"Watkins, Moore, and Garcia ",Douglas,Miller,(856) 555-1473,247 Hickory Ave. ,Elizabethton,TN,37643,Reseller
TN-1038,Soft Sip Express,Micaela,Hanson,(889) 555-4964,7534B Cherry Hill Ave. ,Hermitage,TN,37076,Retailer
TN-1039,"Henry, Salas, and Nelson Wines",Guadalupe,Zuniga,(768) 555-9890,7397 North River St. ,Mcminnville,TN,37110,Reseller
TN-1040,"Hill, Johnson, and Myers LLC",Alan,Daniels,(395) 555-0960,902 Tallwood Street ,Murfreesboro,TN,37128,Reseller
TN-1041,Wide Bridge,Hadassah,Banks,(468) 555-0224,7011 Manor Station Dr. ,Johnson City,TN,37601,Retailer
TN-1042,Evanescent Memory Sandwiches,Jaylah,Brennan,(905) 555-4938,31 Overlook Ave. ,Dickson,TN,37055,Retailer
TN-1043,"Baker, Landry, and Morales Restaurants",Anahi,Wilkins,(328) 555-0297,8239 Wrangler Dr. ,Gallatin,TN,37066,Reseller
TN-1044,"Walton, Morrow, and Harris LLC",Bennett,Davila,(692) 555-8918,9243 W. Penn St. ,Oak Ridge,TN,37830,Reseller
